data_id,Date,calendar_enabled,remote_start_enabled,vehicle_id,display_name,color,backseat_token,notifications_enabled,vin,backseat_token_updated_at,id,tokens,id_s,state,user_charge_enable_request,time_to_full_charge,charge_current_request,charge_enable_request,charge_to_max_range,charger_phases,battery_heater_on,managed_charging_start_time,battery_range,charger_power,charge_limit_soc,charger_pilot_current,charge_port_latch,battery_current,charger_actual_current,scheduled_charging_pending,fast_charger_type,usable_battery_level,motorized_charge_port,charge_limit_soc_std,not_enough_power_to_heat,battery_level,charge_energy_added,charge_port_door_open,max_range_charge_counter,charge_limit_soc_max,ideal_battery_range,managed_charging_active,charging_state,fast_charger_present,trip_charging,managed_charging_user_canceled,scheduled_charging_start_time,est_battery_range,charge_rate,charger_voltage,charge_current_request_max,eu_vehicle,charge_miles_added_ideal,charge_limit_soc_min,charge_miles_added_rated,inside_temp,longitude,heading,gps_as_of,latitude,speed,shift_state,seat_heater_rear_right,seat_heater_rear_left_back,seat_heater_left,passenger_temp_setting,is_auto_conditioning_on,driver_temp_setting,outside_temp,seat_heater_rear_center,is_rear_defroster_on,seat_heater_rear_right_back,smart_preconditioning,seat_heater_right,fan_status,is_front_defroster_on,seat_heater_rear_left,gui_charge_rate_units,gui_24_hour_time,gui_temperature_units,gui_range_display,gui_distance_units,sun_roof_installed,rhd,remote_start_supported,homelink_nearby,parsed_calendar_supported,spoiler_type,ft,odometer,remote_start,pr,has_spoiler,roof_color,perf_config,valet_mode,calendar_supported,pf,sun_roof_percent_open,third_row_seats,seat_type,api_version,rear_seat_heaters,rt,exterior_color,df,autopark_state,sun_roof_state,notifications_supported,vehicle_name,dr,autopark_style,car_type,wheel_type,locked,center_display_state,last_autopark_error,car_version,dark_rims,autopark_state_v2,inside_tempF,driver_temp_settingF,outside_tempF,odometerF,idleNumber,sleepNumber,driveNumber,chargeNumber,polling,idleTime,running,rerunning,maxRange,left_temp_direction,max_avail_temp,is_climate_on,right_temp_direction,min_avail_temp,rear_seat_type,power,steering_wheel_heater,wiper_blade_heater,side_mirror_heaters,elevation
742,"2024-01-22 18:48:55",,,,,,,,LRW3E7EB1MC418960,,,0,"3.2 3.15 3.1 3.2",online,,0.0,16,1,,,0,,193.38,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,193.38,,Disconnected,0,,,,188.69,0.0,2,16,1,21.5,,21.5,20.0,2.120426,272,,47.883559,38,D,0,,0,20.0,1,20.0,8.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41806.271497,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,47,,0,0,10,0,,0,0,0,0,,,1,,,1,-20,0,0,0,113.1
743,"2024-01-22 18:49:33",,,,,,,,LRW3E7EB1MC418960,,,0,"3.2 3.15 3.1 3.2",online,,0.0,16,1,,,0,,192.72,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.72,,Disconnected,0,,,,188.47,0.0,2,16,1,21.5,,21.5,20.0,2.118857,223,,47.881073,27,D,0,,0,20.0,1,20.0,8.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41806.546764,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,47,,0,0,10,0,,0,0,0,0,,,1,,,1,21,0,0,0,116.6
744,"2024-01-22 18:49:55",,,,,,,,LRW3E7EB1MC418960,,,0,"3.2 3.15 3.1 3.2",online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,186.81,0.0,2,16,1,21.5,,21.5,20.0,2.116557,201,,47.878257,32,D,0,,0,20.0,1,20.0,8.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41806.767972,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,47,,0,0,10,0,,0,0,0,0,,,1,,,1,-7,0,0,0,116.6
745,"2024-01-22 18:50:32",,,,,,,,LRW3E7EB1MC418960,,,0,"3.2 3.15 3.1 3.2",online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,188.96,0.0,2,16,1,21.5,,21.5,20.0,2.115331,166,,47.875404,19,D,0,,0,20.0,1,20.0,8.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41806.994773,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,47,,0,0,10,0,,0,0,0,0,,,1,,,1,38,0,0,0,115.4
746,"2024-01-22 18:50:54",,,,,,,,LRW3E7EB1MC418960,,,0,"3.2 3.15 3.1 3.2",online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,188.96,0.0,2,16,1,21.5,,21.5,20.0,2.115926,108,,47.874835,1,D,0,,0,20.0,1,20.0,8.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,47,,0,0,10,0,,0,0,0,0,,,1,,,1,2,0,0,0,115.4
747,"2024-01-22 18:51:35",,,,,,,,LRW3E7EB1MC418960,,,0,"3.2 3.15 3.1 3.2",online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,58,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,20.0,2.115927,108,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,68,,47,,25,0,10,0,,0,0,0,0,,,0,,,0,0,0,0,0,114.5
748,"2024-01-22 18:52:32",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,20.0,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,47,,25,0,0,0,,1,0,0,0,,,0,,,0,0,0,0,0,
749,"2024-01-22 18:53:35",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,19.9,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,67,,47,,25,0,0,0,,2,0,0,0,,,0,,,0,0,0,0,0,
750,"2024-01-22 18:54:31",,,,,,,,,,,,,asleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19,0,0,,0,0,0,0,,,,,,,,,,,
751,"2024-01-22 18:56:32",,,,,,,,,,,,,asleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0,0,,0,0,0,0,,,,,,,,,,,
752,"2024-01-22 18:57:39",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,16.9,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,62,,47,,26,19,0,0,,0,0,0,0,,,0,,,0,0,0,0,0,
753,"2024-01-22 18:58:35",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,16.0,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,60,,47,,26,0,0,0,,1,0,0,0,,,0,,,0,0,0,0,0,
754,"2024-01-22 18:59:34",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,58,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,15.2,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,59,,47,,26,0,0,0,,2,0,0,0,,,0,,,0,0,0,0,0,
755,"2024-01-22 19:00:33",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,14.6,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,58,,47,,26,0,0,0,,3,0,0,0,,,0,,,0,0,0,0,0,
756,"2024-01-22 19:01:33",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,14.1,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,57,,47,,26,0,0,0,,4,0,0,0,,,0,,,0,0,0,0,0,
757,"2024-01-22 19:02:34",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,13.8,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,56,,47,,26,0,0,0,,5,0,0,0,,,0,,,0,0,0,0,0,
758,"2024-01-22 19:03:33",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,58,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,13.5,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,56,,47,,26,0,0,0,,6,0,0,0,,,0,,,0,0,0,0,0,
759,"2024-01-22 19:04:32",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,13.3,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,55,,47,,26,0,0,0,,7,0,0,0,,,0,,,0,0,0,0,0,
760,"2024-01-22 19:05:33",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,13.1,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,55,,47,,26,0,0,0,,8,0,0,0,,,0,,,0,0,0,0,0,
761,"2024-01-22 19:06:32",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,13.0,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,55,,47,,26,0,0,0,,9,0,0,0,,,0,,,0,0,0,0,0,
762,"2024-01-22 19:07:33",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,12.8,2.115927,,,47.874835,,,0,,0,20.0,0,20.0,8.5,0,0,,,0,0,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,55,,47,,26,0,0,0,,10,0,0,0,,,0,,,0,0,0,0,0,
763,"2024-01-22 19:08:30",,,,,,,,,,,,,asleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,20,0,0,,0,0,0,0,,,,,,,,,,,
764,"2024-01-22 20:02:31",,,,,,,,,,,,,asleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,0,0,,0,0,0,0,,,,,,,,,,,
765,"2024-01-22 20:03:37",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,194.52,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,194.52,,Disconnected,0,,,,191.86,0.0,2,16,1,21.5,,21.5,10.9,2.115927,,,47.874835,,,0,,0,20.0,1,20.0,8.5,0,0,,,0,2,0,0,,,,,,,0,,0,,,0,41807.066231,,8,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,51,,47,,27,20,0,0,,0,0,0,0,,,1,,,1,1,0,0,0,
766,"2024-01-22 20:04:34",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,193.95,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,193.95,,Disconnected,0,,,,191.29,0.0,2,16,1,21.5,,21.5,12.8,2.115927,,,47.874835,,,0,,0,20.0,1,20.0,8.0,0,0,,,0,3,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,55,,46,,27,0,0,0,,1,0,0,0,,,1,,,1,3,0,0,0,
767,"2024-01-22 20:05:33",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,193.95,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,193.95,,Disconnected,0,,,,191.29,0.0,2,16,1,21.5,,21.5,16.3,2.115927,,,47.874835,,,0,,0,20.0,1,20.0,8.0,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,61,,46,,27,0,0,0,,2,0,0,0,,,1,,,1,2,0,0,0,
768,"2024-01-22 20:06:31",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,193.95,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,193.95,,Disconnected,0,,,,191.29,0.0,2,16,1,21.5,,21.5,18.6,2.115927,,,47.874835,,,0,,0,20.0,1,20.0,8.0,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,65,,46,,27,0,0,0,,3,0,0,0,,,1,,,1,2,0,0,0,
769,"2024-01-22 20:07:30",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,193.38,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,193.38,,Disconnected,0,,,,190.73,0.0,2,16,1,21.5,,21.5,19.5,2.115927,,,47.874835,,,0,,0,20.0,1,20.0,8.0,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,67,,46,,27,0,0,0,,4,0,0,0,,,1,,,1,2,0,0,0,
770,"2024-01-22 20:08:34",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,193.38,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,193.38,,Disconnected,0,,,,190.73,0.0,2,16,1,21.5,,21.5,19.8,2.115927,,,47.874835,,,0,,0,20.0,1,20.0,8.0,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,67,,46,,27,0,0,0,,5,0,0,0,,,1,,,1,1,0,0,0,
771,"2024-01-22 20:09:31",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,193.38,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,193.38,,Disconnected,0,,,,190.73,0.0,2,16,1,21.5,,21.5,19.9,2.115927,,,47.874835,,,0,,0,20.0,1,20.0,8.0,0,0,,,0,3,0,0,,,,,,,0,,0,,,0,41807.066231,,0,off,,,0,,2,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,67,,46,,27,0,0,0,,6,0,0,0,,,1,,,1,1,0,0,0,
772,"2024-01-22 20:10:30",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,193.38,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,193.38,,Disconnected,0,,,,190.73,0.0,2,16,1,21.5,,21.5,20.0,2.115927,,,47.874835,2,D,0,,0,20.0,1,20.0,8.0,0,0,,,0,3,0,0,,,,,,,0,,0,,,0,41807.067473,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,68,,46,,27,0,11,0,,0,0,0,0,,,1,,,1,4,0,0,0,114.5
773,"2024-01-22 20:10:51",,,,,,,,LRW3E7EB1MC418960,,,0,,online,,0.0,16,1,,,0,,192.81,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.81,,Disconnected,0,,,,190.17,0.0,2,16,1,21.5,,21.5,20.0,2.115927,,,47.874835,2,D,0,,0,20.0,1,20.0,8.0,0,0,,,0,3,0,0,,,,,,,0,,0,,,0,41807.072444,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,0,,,"2023.44.30.9 eef9697",0,,68,,46,,0,0,11,0,,0,0,0,0,,,1,,,1,6,0,0,0,114.5
774,"2024-01-22 20:11:31",,,,,,,,LRW3E7EB1MC418960,,,0,"3.1 3.025 3.0 3.075",online,,0.0,16,1,,,0,,192.71,0,80,16,Engaged,,0,0,,59,,,,59,4.71,0,,,192.71,,Disconnected,0,,,,187.93,0.0,2,16,1,21.5,,21.5,20.0,2.116245,23,,47.876217,24,D,0,,0,20.0,1,20.0,8.0,0,0,,,0,3,0,0,,,,,,,0,,0,,,0,41807.202932,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,46,,0,0,11,0,,0,0,0,0,,,1,,,1,11,0,0,0,116.3
775,"2024-01-22 20:11:53",,,,,,,,LRW3E7EB1MC418960,,,0,"3.1 3.025 3.0 3.075",online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,58,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,185.81,0.0,2,16,1,21.5,,21.5,20.0,2.116917,21,,47.878811,35,D,0,,0,20.0,1,20.0,8.0,0,0,,,0,3,0,0,,,,,,,0,,0,,,0,41807.378159,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,46,,0,0,11,0,,0,0,0,0,,,1,,,1,7,0,0,0,116.3
776,"2024-01-22 20:12:33",,,,,,,,LRW3E7EB1MC418960,,,0,"3.1 3.025 3.0 3.075",online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,58,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,185.63,0.0,2,16,1,21.5,,21.5,20.0,2.118923,31,,47.883438,17,D,0,,0,20.0,1,20.0,7.5,0,0,,,0,3,0,0,,,,,,,0,,0,,,0,41807.737933,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,45,,0,0,11,0,,0,0,0,0,,,1,,,1,6,0,0,0,114.0
777,"2024-01-22 20:12:54",,,,,,,,LRW3E7EB1MC418960,,,0,"3.1 3.025 3.0 3.075",online,,0.0,16,1,,,0,,192.14,0,80,16,Engaged,,0,0,,58,,,,59,4.71,0,,,192.14,,Disconnected,0,,,,183.98,0.0,2,16,1,21.5,,21.5,20.0,2.123509,91,,47.883492,45,D,0,,0,20.0,1,20.0,7.5,0,0,,,0,3,0,0,,,,,,,0,,0,,,0,41807.942985,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,45,,0,0,11,0,,0,0,0,0,,,1,,,1,11,0,0,0,114.0
778,"2024-01-22 20:13:31",,,,,,,,LRW3E7EB1MC418960,,,0,"3.1 3.05 3.0 3.075",online,,0.0,16,1,,,0,,191.57,0,80,16,Engaged,,0,0,,58,,,,59,4.71,0,,,191.57,,Disconnected,0,,,,187.49,0.0,2,16,1,21.5,,21.5,20.0,2.127454,3,,47.884301,40,D,0,,0,20.0,1,20.0,7.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41808.229437,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,45,,0,0,11,0,,0,0,0,0,,,1,,,1,28,0,0,0,114.3
779,"2024-01-22 20:13:52",,,,,,,,LRW3E7EB1MC418960,,,0,"3.1 3.05 3.0 3.075",online,,0.0,16,1,,,0,,191.0,0,80,16,Engaged,,0,0,,58,,,,58,4.71,0,,,191.0,,Disconnected,0,,,,186.34,0.0,2,16,1,21.5,,21.5,20.0,2.127505,359,,47.887449,37,D,0,,0,20.0,1,20.0,7.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41808.458102,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,45,,0,0,11,0,,0,0,0,0,,,1,,,1,12,0,0,0,114.3
780,"2024-01-22 20:14:31",,,,,,,,LRW3E7EB1MC418960,,,0,"3.125 3.05 3.0 3.125",online,,0.0,16,1,,,0,,190.43,0,80,16,Engaged,,0,0,,58,,,,58,4.71,0,,,190.43,,Disconnected,0,,,,186.05,0.0,2,16,1,21.5,,21.5,20.0,2.127568,4,,47.893857,43,D,0,,0,20.0,1,20.0,7.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41808.890576,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,45,,0,0,11,0,,0,0,0,0,,,1,,,1,8,0,0,0,114.9
781,"2024-01-22 20:14:52",,,,,,,,LRW3E7EB1MC418960,,,0,"3.125 3.05 3.05 3.125",online,,0.0,16,1,,,0,,190.33,0,80,16,Engaged,,0,0,,58,,,,58,4.71,0,,,190.33,,Disconnected,0,,,,186.05,0.0,2,16,1,21.5,,21.5,20.0,2.128558,24,,47.897524,42,D,0,,0,20.0,1,20.0,7.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41809.152174,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,45,,0,0,11,0,,0,0,0,0,,,1,,,1,3,0,0,0,114.9
782,"2024-01-22 20:15:31",,,,,,,,LRW3E7EB1MC418960,,,0,"3.125 3.05 3.05 3.125",online,,0.0,16,1,,,0,,189.76,0,80,16,Engaged,,0,0,,58,,,,58,4.71,0,,,189.76,,Disconnected,0,,,,189.51,0.0,2,16,1,21.5,,21.5,20.0,2.131958,8,,47.903587,27,D,0,,0,20.0,1,20.0,7.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41809.607017,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,45,,0,0,11,0,,0,0,0,0,,,1,,,1,-12,0,0,0,107.2
783,"2024-01-22 20:15:54",,,,,,,,LRW3E7EB1MC418960,,,0,"3.125 3.05 3.05 3.125",online,,0.0,16,1,,,0,,189.76,0,80,16,Engaged,,0,0,,58,,,,58,4.71,0,,,189.76,,Disconnected,0,,,,187.81,0.0,2,16,1,21.5,,21.5,20.0,2.132164,41,,47.905442,17,D,0,,0,20.0,1,20.0,7.5,0,0,,,0,4,0,0,,,,,,,0,,0,,,0,41809.74869,,0,off,,,0,,0,,,,,,0,,0,,,,,0,,,PinwheelRefresh18,1,,,"2023.44.30.9 eef9697",0,,68,,45,,0,0,11,0,,0,0,0,0,,,1,,,1,0,0,0,0,107.2
